file,label,referenced_by,import_risk,suggested_action,reason
block_lo_arm_order_network/tests/test_train_on_mixed_precomputed.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_train_route_a_feature_on.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tests/test_train_route_a_on.py,MAINLINE,py:0,NONE,KEEP,test
block_lo_arm_order_network/tokenize_wikitext103.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_aogpt_cotrain.py,LAUNCH_HELPER,py:0;sh:1;doc:1,LOW-SH,KEEP (launcher dep),sh=run_cotrain_round0.sh
block_lo_arm_order_network/train_aogpt_graph_rw.py,MAINLINE,py:2;sh:2;doc:7,MED,KEEP,"imported_by=eval_fixed_order_protocol.py,eval_order_sensitivity.py"
block_lo_arm_order_network/train_aogpt_with_on.py,UNKNOWN,py:0;doc:3,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_attn_order_mlp.py,MAINLINE,py:13;doc:2,HIGH,KEEP,"imported_by=attn_order_distill.py,attn_order_image_diag.py,attn_order_mlp_policy.py..."
block_lo_arm_order_network/train_clean_aogpt.py,MAINLINE,py:24;sh:54;doc:29,HIGH,KEEP,"imported_by=causal_layer_ablation.py,order_eval_ladder.py,eval_frozen_phase2.py..."
block_lo_arm_order_network/train_clean_base.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_crossattn_on.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_gnn_on.py,UNKNOWN,py:0;doc:2,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_grpo_on.py,LAUNCH_HELPER,py:0;sh:1;doc:1,LOW-SH,KEEP (launcher dep),sh=run_step0_on_round3.sh
block_lo_arm_order_network/train_imagelarge_graph_rw.py,MAINLINE,py:1;sh:1;doc:2,MED,KEEP,imported_by=readout_fitness.py; image-line
block_lo_arm_order_network/train_imagelarge_round2.py,MAINLINE,py:2;sh:5;doc:3,MED,KEEP,"imported_by=sample_quality_fid_imagenet64_vq.py,train_imagenet32_continuous_round2.py; image-line"
block_lo_arm_order_network/train_joint.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_learned_policy.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_method_from_base.py,LAUNCH_HELPER,py:0;sh:2,LOW-SH,KEEP (launcher dep),sh=launch_topk8_after_eps015.sh
block_lo_arm_order_network/train_on.py,MAINLINE,py:2,MED,KEEP,"imported_by=eval_on.py,test_order_network.py"
block_lo_arm_order_network/train_on32.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_on_mixed.py,MAINLINE,py:6;sh:1,HIGH,KEEP,"imported_by=drift_eval.py,eval_on64_entropy.py,eval_on64_generalization.py..."
block_lo_arm_order_network/train_on_mixed_v2.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_reranker.py,MAINLINE,py:2;doc:1,MED,KEEP,"imported_by=diagnose_labels.py,eval_reranker.py"
block_lo_arm_order_network/train_reranker_q.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_reranker_struct.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
block_lo_arm_order_network/train_route_a_feature_on.py,MAINLINE,py:1,MED,KEEP,imported_by=test_train_route_a_feature_on.py
block_lo_arm_order_network/train_route_a_on.py,MAINLINE,py:2,MED,KEEP,"imported_by=test_train_route_a_on.py,train_route_a_feature_on.py"
block_lo_arm_order_network/training_utils.py,MAINLINE,py:55;sh:1;doc:9,HIGH,KEEP,"imported_by=block_granularity_scan.py,build_gbeta_headset_dataset.py,build_l0_dynamic_gbeta_dataset.py..."
block_lo_arm_order_network/unified_readout.py,MAINLINE,py:2;doc:1,MED,KEEP,"imported_by=cem_readout_search.py,readout_fitness.py"
block_lo_arm_order_network/utils.py,MAINLINE,py:12;doc:7,HIGH,KEEP,"imported_by=train_l0_dynamic_gbeta.py,eval_on.py,test_dp_solver.py..."
scripts/_print_mlp_order.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/ablate_graph_policy_from_ckpt.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/aggregate_l0h5_evolution.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
scripts/aggregate_multiseed_minimal.py,UNKNOWN,py:0;doc:2,NONE,HUMAN REVIEW,no refs found
scripts/build_label_free_candidate_sets.py,LAUNCH_HELPER,py:0;sh:1;doc:1,LOW-SH,KEEP (launcher dep),sh=run_topk_cluster_teacher_match_20260626.sh
scripts/build_topk_clustered_pairwise_teacher.py,LAUNCH_HELPER,py:0;sh:1;doc:1,LOW-SH,KEEP (launcher dep),sh=run_topk_cluster_teacher_match_20260626.sh
scripts/compact_sample_quality_summary.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/compare_ckpt_weights.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/content_relocation_diagnostic.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/debug_eval_mismatch_common.py,MAINLINE,py:2,MED,KEEP,"imported_by=debug_eval_original_objective_on_10k.py,debug_reproduce_ckpt_val_loss.py"
scripts/debug_eval_original_objective_on_10k.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/debug_reproduce_ckpt_val_loss.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/diag_br1_head_layer_scan.py,DIAGNOSTIC,py:0;doc:2,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/diag_br1_lightweight_b.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/diagnose_attention_graphs.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/diagnose_e3_control_dual_level.py,MAINLINE,py:3;sh:2;doc:3,HIGH,KEEP,"imported_by=extract_per_sample_gB.py,phase1_5_aggregation_knee.py,phase1_5_per_head.py"
scripts/diagnose_none_separated_65.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/extract_random_substrate_A.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
scripts/fid_3ckpt_50k.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,image-line
scripts/fid_alt_vq64.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,image-line
scripts/final_results_tables.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
scripts/inspect_l0_B_heads.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/inspect_l0_B_match_previous.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/inspect_l0_attention_heads.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/label_free_selector_audit.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
scripts/old_new_ckpt_matched_audit.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/phase0_residual_gate.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/plot_collaborator_attention_maps.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/plot_collaborator_b1_average_model_to_phys.py,MAINLINE,py:1,MED,KEEP,imported_by=test_plot_collaborator_b1_average_model_to_phys.py
scripts/plot_collaborator_b1_fixed_order_relabel.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/plot_collaborator_b1_pure_axis_relabel.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/plot_collaborator_b1_two_panel.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/plot_image_story_figures.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name; image-line
scripts/plot_l0h5_attention_across_ckpts.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/plot_multisample_token_attention.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/run_attn_order_phase0_sanity.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/run_attn_order_phase1_5_rollout_diagnostic.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/run_causal_hidden_probe.py,LAUNCH_HELPER,py:0;sh:1;doc:4,LOW-SH,KEEP (launcher dep),sh=run_ct8_all.sh
scripts/run_frozen_gbeta_20k_comparison.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/run_frozen_gbeta_60k_overnight.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/run_frozen_gbeta_60k_v2.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/run_frozen_gbeta_comparison.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/run_frozen_gbeta_hook_smoke.py,HISTORY,py:0,NONE,"-> history/python (Phase 2A, if 0 refs)",dated/one-off
scripts/run_hidden_graph_diag.py,MAINLINE,py:1;doc:5,MED,KEEP,imported_by=run_causal_hidden_probe.py
scripts/run_hidden_residual_diag.py,MAINLINE,py:2;doc:3,MED,KEEP,"imported_by=run_causal_hidden_probe.py,run_hidden_graph_diag.py"
scripts/run_p6_b2_full.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/run_p6_b2_smoke.py,HISTORY,py:0,NONE,"-> history/python (Phase 2A, if 0 refs)",dated/one-off
scripts/run_p6_hres_replication.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,no refs found
scripts/run_per_head_order_scan_ladder_b1_fast.py,UNKNOWN,py:0;doc:2,NONE,HUMAN REVIEW,no refs found
scripts/sample_quality_fid_imagenet64_vq.py,MAINLINE,py:2;sh:2,MED,KEEP,"imported_by=fid_3ckpt_50k.py,fid_alt_vq64.py; image-line"
scripts/scan_all_heads_across_ckpts.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/scan_collaborator_ckpt_b1.py,MAINLINE,py:8;doc:1,HIGH,KEEP,"imported_by=content_relocation_diagnostic.py,plot_collaborator_attention_maps.py,plot_collaborator_b1_average_model_to_phys.py..."
scripts/search_none_separated_65_heads.py,UNKNOWN,py:0;doc:15,NONE,HUMAN REVIEW,no refs found
scripts/search_strict_label_free_65.py,MAINLINE,py:3;sh:2;doc:6,HIGH,KEEP,"imported_by=diag_model_frame_feedback.py,diag_shuffled_ar_model_frame_order.py,head_drift_diagnostic.py"
scripts/show_readout_orders.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/spotcheck_strict_lf_cleanbase.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,no refs found
scripts/summarize_e2_vq_negative_minimal.py,DIAGNOSTIC,py:0;sh:1,LOW-SH,-> scripts|analyses/diagnostics (Phase 2B),sh=run_e2_vq_negative_minimal.sh; diag-name; image-line
scripts/summarize_e3large_fixed_negative.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/summarize_imagenet32_continuous_round2.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name; image-line
scripts/summarize_long1_e3.py,DIAGNOSTIC,py:0;doc:1,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/summarize_round2_e3.py,DIAGNOSTIC,py:0;doc:1,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/summarize_sample_quality_common_orders.py,DIAGNOSTIC,py:0;sh:1,LOW-SH,-> scripts|analyses/diagnostics (Phase 2B),sh=run_round2_sample_quality_common_orders.sh; diag-name
scripts/summarize_seed123_minimal.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/summarize_seed_minimal_param.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/summarize_topk_cluster_teacher_match.py,DIAGNOSTIC,py:0;sh:1;doc:2,LOW-SH,-> scripts|analyses/diagnostics (Phase 2B),sh=run_topk_cluster_teacher_match_20260626.sh; diag-name
scripts/train_cluster_teacher_match.py,LAUNCH_HELPER,py:0;sh:1;doc:1,LOW-SH,KEEP (launcher dep),sh=run_topk_cluster_teacher_match_20260626.sh
scripts/train_head_gated_gbeta.py,LAUNCH_HELPER,py:0;sh:3;doc:2,LOW-SH,KEEP (launcher dep),sh=queue_head_gated_gbeta_feedback.sh
scripts/train_imagenet32_continuous_round2.py,LAUNCH_HELPER,py:0;sh:1,LOW-SH,KEEP (launcher dep),sh=run_imagenet32_continuous_round2_minimal.sh; image-line
scripts/train_vq64_alternating.py,UNKNOWN,py:0;doc:5,NONE,HUMAN REVIEW,image-line
scripts/train_vq64_fixed_baseline.py,UNKNOWN,py:0;doc:1,NONE,HUMAN REVIEW,image-line
scripts/train_vq64_fixed_order.py,UNKNOWN,py:0,NONE,HUMAN REVIEW,image-line
scripts/train_vq64_round2.py,MAINLINE,py:4;sh:1;doc:4,HIGH,KEEP,"imported_by=hidden_graph_modelio.py,train_vq64_alternating.py,train_vq64_fixed_baseline.py...; image-line"
scripts/verify_batched_extractor.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/verify_cdl_evolution.py,DIAGNOSTIC,py:0,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
scripts/vis_order_animation.py,DIAGNOSTIC,py:0;doc:1,NONE,-> scripts|analyses/diagnostics (Phase 2B),diag-name
